inner,7,11,12,43.2175,44.3009,-1,-1
inner,7,11,12,62.7846,68.3514,-1,-1
inner,7,11,12,85.3017,89.7351,-1,-1
inner,7,11,12,105.585,120.252,-1,-1
inner,7,11,12,132.919,140.853,-1,-1
inner,7,11,12,155.936,166.903,-1,-1
inner,7,11,12,177.02,190.954,-1,-1
inner,7,11,12,207.437,212.804,-1,-1
inner,7,11,12,227.238,240.955,-1,-1
inner,7,11,12,257.472,268.555,-1,-1
inner,7,11,12,281.222,285.539,-1,-1
inner,7,11,12,297.873,307.473,-1,-1
inner,7,11,12,322.79,337.74,-1,-1
inner,7,11,12,351.09,362.357,-1,-1
inner,7,11,12,382.141,389.474,-1,-1
inner,7,11,12,406.741,414.508,-1,-1
inner,7,11,12,432.092,438.175,-1,-1
inner,7,11,12,452.026,461.926,-1,-1
inner,7,11,12,481.21,492.743,-1,-1
inner,7,11,12,507.41,520.377,-1,-1
inner,7,11,12,535.827,568.811,-1,-1
inner,7,11,12,584.245,594.545,-1,-1
inner,7,11,12,613.296,631.029,-1,-1
inner,7,11,12,792.299,803.499,-1,-1
inner,7,11,12,828.017,835.833,-1,-1
inner,7,11,12,857,866.867,-1,-1
inner,7,11,12,882.651,894.818,-1,-1
inner,7,11,12,914.285,924.752,-1,-1
inner,7,11,12,943.152,951.752,-1,-1
inner,7,11,12,967.069,974.586,-1,-1
inner,7,11,12,1000.85,1009.09,-1,-1
inner,7,11,12,1023.49,1043.62,-1,-1
inner,7,11,12,1090.12,1103.04,-1,-1
inner,7,11,12,1130.54,1140.51,-1,-1
inner,7,11,12,1155.79,1166.24,-1,-1
inner,7,11,12,1180.69,1190.82,-1,-1
inner,7,11,12,1218.51,1232.99,-1,-1
inner,7,11,12,1254.21,1266.19,-1,-1
inner,7,11,12,1288.59,1299.96,-1,-1
inner,7,11,12,1321.88,1335.69,-1,-1
inner,7,11,12,1358.09,1363.29,-1,-1
inner,7,11,12,1396.03,1417.53,-1,-1
inner,7,11,12,1437.01,1443.08,-1,-1
inner,7,11,12,1465.31,1471.98,-1,-1
inner,7,11,12,1494.51,1503.1,-1,-1
inner,7,11,12,1527.51,1537.41,-1,-1
inner,7,11,12,1567,1572.35,-1,-1
inner,7,11,12,1590.05,1599.25,-1,-1
inner,7,11,12,1627.23,1631.78,-1,-1
inner,7,11,12,1652.6,1661.77,-1,-1
inner,7,11,12,1682.35,1697.6,-1,-1
inner,7,11,12,1713.23,1721.12,-1,-1
inner,7,11,12,1763.3,1771.07,-1,-1
inner,7,11,12,1784.57,1793.42,-1,-1
inner,7,11,12,1812.59,1820.87,-1,-1
inner,7,11,12,1840.02,1849.4,-1,-1
inner,7,11,12,1877.7,1887.87,-1,-1
inner,7,11,12,1905.6,1912.4,-1,-1
inner,7,11,12,1931.67,1937.66,-1,-1
inner,7,11,12,1962.74,1974.57,-1,-1
inner,7,11,12,2000.59,2010.89,-1,-1
inner,7,11,12,2033.81,2055.34,-1,-1
inner,7,11,12,2080.06,2098.09,-1,-1
inner,7,11,12,2122.06,2122.78,-1,-1
inner,7,11,12,2123.13,2123.79,-1,-1
inner,7,11,12,2124.76,2125.26,-1,-1
inner,7,11,12,2125.54,2126.86,-1,-1
inner,7,11,12,2126.94,2127.29,-1,-1
inner,7,11,12,2138.41,2138.49,-1,-1
inner,7,11,12,2160.23,2170.71,-1,-1
inner,7,11,12,2192.84,2193.03,-1,-1
inner,7,11,12,2193.13,2212.69,-1,-1
inner,7,11,12,2251.96,2781.04,-1,-1
