Lego,5,13,14,43.9479,-1,744,297
Lego,5,13,14,43.9979,-1,740,237
Lego,5,13,14,44.0477,-1,696,232
Lego,5,13,14,86.4968,-1,746,294
Lego,5,13,14,86.5467,-1,742,238
Lego,5,13,14,86.5965,-1,694,233
Lego,5,13,14,111.842,-1,742,296
Lego,5,13,14,111.892,-1,741,238
Lego,5,13,14,111.942,-1,697,232
Lego,5,13,14,144.69,-1,741,296
Lego,5,13,14,144.74,-1,742,239
Lego,5,13,14,144.79,-1,692,235
Lego,5,13,14,163.486,-1,503,475
Lego,5,13,14,163.536,-1,446,475
Lego,5,13,14,163.586,-1,438,528
Lego,5,13,14,192.434,-1,501,477
Lego,5,13,14,192.484,-1,443,474
Lego,5,13,14,192.534,-1,437,527
Lego,5,13,14,212.532,-1,501,478
Lego,5,13,14,212.582,-1,439,476
Lego,5,13,14,212.631,-1,438,528
Lego,5,13,14,231.666,-1,501,475
Lego,5,13,14,231.716,-1,442,479
Lego,5,13,14,231.766,-1,438,529
Lego,5,13,14,247.417,-1,737,251
Lego,5,13,14,247.467,-1,684,245
Lego,5,13,14,247.517,-1,678,296
Lego,5,13,14,267.102,-1,738,244
Lego,5,13,14,267.152,-1,680,243
Lego,5,13,14,267.202,-1,678,296
Lego,5,13,14,282.948,-1,738,249
Lego,5,13,14,282.998,-1,681,244
Lego,5,13,14,283.048,-1,678,296
Lego,5,13,14,305.196,-1,739,247
Lego,5,13,14,305.246,-1,684,244
Lego,5,13,14,305.296,-1,680,296
Lego,5,13,14,318.645,-1,687,294
Lego,5,13,14,318.695,-1,690,296
Lego,5,13,14,318.745,-1,738,298
Lego,5,13,14,341.992,-1,687,237
Lego,5,13,14,342.042,-1,686,295
Lego,5,13,14,342.092,-1,736,298
Lego,5,13,14,360.489,-1,686,243
Lego,5,13,14,360.539,-1,691,296
Lego,5,13,14,360.589,-1,736,296
Lego,5,13,14,382.484,-1,686,237
Lego,5,13,14,382.534,-1,687,296
Lego,5,13,14,382.584,-1,737,296
Lego,5,13,14,401.53,-1,470,336
Lego,5,13,14,401.58,-1,421,375
Lego,5,13,14,401.63,-1,455,401
Lego,5,13,14,426.127,-1,467,337
Lego,5,13,14,426.176,-1,419,370
Lego,5,13,14,426.226,-1,451,395
Lego,5,13,14,441.075,-1,468,332
Lego,5,13,14,441.124,-1,419,373
Lego,5,13,14,441.174,-1,451,415
Lego,5,13,14,459.422,-1,461,333
Lego,5,13,14,459.472,-1,423,377
Lego,5,13,14,459.521,-1,454,393
Lego,5,13,14,484.819,-1,434,519
Lego,5,13,14,484.869,-1,494,518
Lego,5,13,14,484.918,-1,498,467
Lego,5,13,14,515.717,-1,436,518
Lego,5,13,14,515.767,-1,494,518
Lego,5,13,14,515.817,-1,498,468
Lego,5,13,14,530.515,-1,436,518
Lego,5,13,14,530.565,-1,496,520
Lego,5,13,14,530.615,-1,498,470
Lego,5,13,14,550.762,-1,436,516
