Inner,7,11,12,42.0675,47.7009,-1,-1
Inner,7,11,12,84.0683,88.7351,-1,-1
Inner,7,11,12,109.669,115.769,-1,-1
Inner,7,11,12,142.553,146.82,-1,-1
Inner,7,11,12,159.853,167.52,-1,-1
Inner,7,11,12,190.72,196.071,-1,-1
Inner,7,11,12,211.121,216.588,-1,-1
Inner,7,11,12,228.821,235.388,-1,-1
Inner,7,11,12,246.488,250.305,-1,-1
Inner,7,11,12,263.789,269.372,-1,-1
Inner,7,11,12,280.289,285.606,-1,-1
Inner,7,11,12,302.589,307.389,-1,-1
Inner,7,11,12,317.44,317.556,-1,-1
Inner,7,11,12,317.823,317.856,-1,-1
Inner,7,11,12,317.873,321.023,-1,-1
Inner,7,11,12,339.64,345.574,-1,-1
Inner,7,11,12,357.907,367.324,-1,-1
Inner,7,11,12,379.591,389.758,-1,-1
Inner,7,11,12,399.708,406.158,-1,-1
Inner,7,11,12,424.409,428.425,-1,-1
Inner,7,11,12,439.475,444.159,-1,-1
Inner,7,11,12,457.642,462.726,-1,-1
Inner,7,11,12,481.926,488.143,-1,-1
Inner,7,11,12,513.41,518.894,-1,-1
Inner,7,11,12,529.177,535.494,-1,-1
Inner,7,11,12,548.144,553.778,-1,-1
Inner,7,11,12,567.411,573.611,-1,-1
Inner,7,11,12,587.912,595.295,-1,-1
Inner,7,11,12,609.596,617.462,-1,-1
Inner,7,11,12,627.796,631.096,-1,-1
Inner,7,11,12,640.796,650.03,-1,-1
Inner,7,11,12,663.13,667.43,-1,-1
Inner,7,11,12,684.064,688.897,-1,-1
Inner,7,11,12,705.797,711.014,-1,-1
Inner,7,11,12,726.048,732.631,-1,-1
Inner,7,11,12,748.998,751.582,-1,-1
Inner,7,11,12,762.699,768.799,-1,-1
Inner,7,11,12,786.432,796.266,-1,-1
Inner,7,11,12,832.583,832.65,-1,-1
Inner,7,11,12,832.667,833.067,-1,-1
Inner,7,11,12,833.483,833.5,-1,-1
Inner,7,11,12,834.033,834.067,-1,-1
Inner,7,11,12,834.083,834.1,-1,-1
Inner,7,11,12,834.55,834.633,-1,-1
Inner,7,11,12,835.517,844.717,-1,-1
Inner,7,11,12,856.9,862.217,-1,-1
Inner,7,11,12,874.001,888.501,-1,-1
Inner,7,11,12,900.985,910.785,-1,-1
