Lego,5,11,12,103.551,-1,724,278
Lego,5,11,12,103.552,-1,715,223
Lego,5,11,12,103.569,-1,676,219
Lego,5,11,12,208.733,-1,725,280
Lego,5,11,12,208.738,-1,727,220
Lego,5,11,12,208.754,-1,680,220
Lego,5,11,12,264.168,-1,723,277
Lego,5,11,12,264.172,-1,719,221
Lego,5,11,12,264.189,-1,669,220
Lego,5,11,12,291.347,-1,727,279
Lego,5,11,12,291.356,-1,723,214
Lego,5,11,12,291.373,-1,671,219
Lego,5,11,12,357.944,-1,733,496
Lego,5,11,12,357.957,-1,731,446
Lego,5,11,12,357.974,-1,685,444
Lego,5,11,12,391.231,-1,734,500
Lego,5,11,12,391.241,-1,734,441
Lego,5,11,12,391.258,-1,684,439
Lego,5,11,12,409.563,-1,736,498
Lego,5,11,12,409.575,-1,735,441
Lego,5,11,12,409.592,-1,683,446
Lego,5,11,12,427.856,-1,734,500
Lego,5,11,12,427.859,-1,731,442
Lego,5,11,12,427.875,-1,683,444
Lego,5,11,12,478.682,-1,683,262
Lego,5,11,12,497.025,-1,730,205
Lego,5,11,12,497.027,-1,683,207
Lego,5,11,12,528.289,-1,680,261
Lego,5,11,12,528.294,-1,735,260
Lego,5,11,12,528.311,-1,731,204
Lego,5,11,12,553.913,-1,680,258
Lego,5,11,12,553.928,-1,736,257
Lego,5,11,12,553.944,-1,729,202
Lego,5,11,12,584.308,-1,682,257
Lego,5,11,12,584.312,-1,735,254
Lego,5,11,12,584.328,-1,730,204
Lego,5,11,12,646.159,-1,748,401
Lego,5,11,12,646.163,-1,783,355
Lego,5,11,12,646.18,-1,741,322
Lego,5,11,12,667.045,-1,750,398
Lego,5,11,12,667.047,-1,781,356
Lego,5,11,12,667.063,-1,742,321
Lego,5,11,12,693.227,-1,745,400
Lego,5,11,12,693.231,-1,782,355
Lego,5,11,12,693.247,-1,744,325
Lego,5,11,12,714.11,-1,749,402
Lego,5,11,12,714.114,-1,780,355
Lego,5,11,12,714.131,-1,745,325
Lego,5,11,12,737.195,-1,416,338
Lego,5,11,12,737.198,-1,381,388
Lego,5,11,12,737.215,-1,417,422
Lego,5,11,12,757.628,-1,415,338
Lego,5,11,12,757.632,-1,379,385
Lego,5,11,12,757.648,-1,415,414
Lego,5,11,12,785.763,-1,416,337
Lego,5,11,12,785.766,-1,379,380
Lego,5,11,12,785.782,-1,412,411
Lego,5,11,12,812.896,-1,414,337
Lego,5,11,12,812.9,-1,378,388
Lego,5,11,12,812.916,-1,418,420
Lego,5,11,12,838.727,-1,554,387
Lego,5,11,12,838.733,-1,612,385
Lego,5,11,12,838.75,-1,613,332
Lego,5,11,12,890.54,-1,552,392
Lego,5,11,12,890.551,-1,618,389
Lego,5,11,12,890.568,-1,616,331
Lego,5,11,12,927.975,-1,555,385
Lego,5,11,12,927.985,-1,616,385
Lego,5,11,12,928.002,-1,610,339
Lego,5,11,12,955.08,-1,554,388
Lego,5,11,12,955.086,-1,615,387
